Job Title,Company Name,Post Date,Location,Job Requirements,Job Page Links,Job Responsibilities
PHP Developer,VA Computing Egypt,12 days ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · PHP · Computer Science · Information Technology (IT) · Software Development · Software · Engineering · HTML5 · jQuery · CSS3 · Software Engineering,https://wuzzuf.net/jobs/p/SLED1DetBziX-PHP-Developer-VA-Computing-Egypt-Cairo-Egypt?o=71&l=sp&t=sj&a=python|search-v3|hpb,"-We are looking for an enthusiastic and exceptional PHP Developer.
-VA company offers an exceptional opportunity for a highly skilled and experienced to be an integral part of our successful, growing business. You will be responsible for helping us elevate our technology stack to the next level. You will work with a team of developers to ensure all code meets professional standards and business goals, as well as work as effectively independently “self-developed” during sprint sessions.
"
Senior Java Software Engineer,YDS yasar digital services ,3 days ago,"Sheikh Zayed, Giza, Egypt ",Full timeExperienced · 4 - 8 Yrs of Exp · Computer Science · Computer Engineering · Development · Engineering · Information Technology (IT) · Java · Software · Software Development · Spring · Software Engineering,https://wuzzuf.net/jobs/p/GTFmmbH0bOq8-Senior-Java-Software-Engineer-YDS-yasar-digital-services-Giza-Egypt?o=72&l=sp&t=sj&a=python|search-v3|hpb,"-Advises others and assumes a technical leadership role in support of the solution construction, implementation, and system integration.
-Controls project schedules according to quality standards with programs meeting user requirements, easily maintainable and delivered on time.
-Provides technical advice to project managers and gives technical direction to team members.
-Brings forward and escalates issues that jeopardize the success of the project.
-Lead technical software design, architecture, development, maintenance, and support.
-Performs technical tasks including programming, unit testing, system integration and support.
-Documents developed software programs.
-Participates in project estimation, planning . system analysis and design.
-Performs products installation and configuration.
-Conducts customer training on software programs.
-Investigates, introduces, advises and educates others on tools, technologies, and methodologies.
-Compares and articulates alternative approaches to a design, and implements technical solutions that meet initial requirements.
-Mentors and assists other team members.
-Ensures all programs are developed to schedule, and meet the required standards.
-Develops policies and standards for software construction.
"
Senior Software Engineer (Backend),TEMPO,4 days ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Computer Science · Information Technology (IT) · Back-End · SQL · Agile · Git · Linux · Software Development · AWS · Backend Development,https://wuzzuf.net/jobs/p/062SJgHT415i-Senior-Software-Engineer-Backend-TEMPO-Cairo-Egypt?o=73&l=sp&t=sj&a=python|search-v3|hpb,"-You will develop robust solutions to manage our data, APIs, live video systems, and other critical back-end features.
"
Senior Odoo Developer - Giza,Ejadtech,2 days ago,"Dokki, Giza, Egypt ",Full timeExperienced · 4 - 5 Yrs of Exp · Computer Science · Git · HTML · jQuery · JavaScript · XML · Development · Software Development · Odoo Development · Odoo,https://wuzzuf.net/jobs/p/XHsgRUDNdvoM-Senior-Odoo-Developer---Giza-Ejadtech-Giza-Egypt?o=74&l=sp&t=sj&a=python|search-v3|hpb,"-Good background in developing scalable, high-quality Odoo applications.
-Developing a new Odoo module and customization of existing modules.
-Design and development of application tables, reports, and modules.
-Working with different versions of Odoo
-Integrating Odoo with other business systems.
-Design, Develop and test Odoo modules, projects, products, and interfaces (Using Python & JavaScript)
-Maintain & customize Odoo addons
-Create & customize PDF, Excell & Financial Reports reports
-Integrate Odoo with other applications
-Odoo database & Modules migration.
-Manage source control such as “GitLab”.
-Concrete understanding of object-oriented design and programming.
"
Natural Language Processing (NLP) Intern- 3 months Internship,EIS,12 days ago,"Haram, Giza, Egypt ",InternshipEntry Level · NLP · Artificial Intelligence (AI) · Natural Language Processing (NLP) · Machine Translation · R&D/Science · IT/Software Development,https://wuzzuf.net/jobs/p/VLU812VT4eio-Natural-Language-Processing-NLP-Intern--3-months-Internship-EIS-Giza-Egypt?o=75&l=sp&t=sj&a=python|search-v3|hpb,"-Developing pipelines for machine translation using python and some machine learning packages. Also building an advanced language models to enhance machine translation from Arabic to English and English to Arabic. 
"
Business Intelligence Developer,Fatura ,12 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · SQL · Business Intelligence · Big Data · Tableau · Data Warehouse · Communication Skills · Information Technology (IT) · Analytical · Data · ETL,https://wuzzuf.net/jobs/p/TL5MWOQjKtRM-Business-Intelligence-Developer-Fatura-Cairo-Egypt?o=76&l=sp&t=sj&a=python|search-v3|hpb,"-Carefully collect the requirements from stakeholders (across teams).
-Translating business requirements into technical ones.
-Build the requirements into artistic looking dashboards or other data output using and language.
"
"Junior Web Developer - "" TECHBAR Site """,Nile Projects & Trading,11 days ago,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Computer Science · Development · Information Technology (IT) · Web Design · Web Development · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/8YUxWxgQdFIO-Junior-Web-Developer---TECHBAR-Site-Nile-Projects-Trading-Cairo-Egypt?o=77&l=sp&t=sj&a=python|search-v3|hpb,"-Assisting the web development team with all aspects of website and application design.
-Assisting with the testing and maintenance of backend and front-end applications.
-Brainstorming new tech applications such as digital storage and mobile technology.
-Collaborating with developers to implement new web features.
-Keeping up-to-date with the latest technology and programming trends.
-Converting video, audio, written, and graphic components into compatible formats for the web.
-Using user feedback to identify and correct problems with a client's website.
-Content handling and upload all products features with all required actions 
-Acknowledge of SEO and Google ads will be an advantage 
"
Mechatronics Engineer,Ebers,10 days ago,"Alexandria, Egypt ",Full timePart timeFreelance / ProjectExperienced · 3 - 5 Yrs of Exp · Mechatronic · Mechatronics · Mechatronics Engineering · Programming · Software · Robotics · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical,https://wuzzuf.net/jobs/p/mQGGbkoxJD7e-Mechatronics-Engineer-Ebers-Alexandria-Egypt?o=78&l=sp&t=sj&a=python|search-v3|hpb,"-Develop an AR Machine that uses an android operating system that supports face recognition applications.
-Work with a team of Back-end, Game developers, and 2D-3D artists.
"
Senior Odoo Developer,Soficopharm,24 days ago,"Nasr City, Cairo, Egypt ",Full timeExperienced · 5 - 7 Yrs of Exp · Software Development · Software Engineering · Information Technology (IT) · HTML · English · Computer Science · jQuery · JavaScript · Programming · XML,https://wuzzuf.net/jobs/p/EsORCdHbonuq-Senior-Odoo-Developer-Soficopharm-Cairo-Egypt?o=79&l=sp&t=sj&a=python|search-v3|hpb,"-Design, Develop and test Odoo modules, projects, products, and interfaces (Using Python & JavaScript)
-Maintain & customize Odoo addons
-Create & customize PDF, Excell & Financial Reports reports
-Integrate Odoo with other applications
-Setup, maintain & monitor Odoo servers
-Odoo database & Modules migration.
-Manage source control such as “GitLab”.
-Concrete understanding of object-oriented design and programming.
-Coach clients on how to use Odoo efficiently Required Experience, Skills, and Qualifications
-Develop solutions for our clients from many different industries, sectors, and company size
"
Electrical & Low Current BIM Project Engineer,Pinnacle Real Estate Investments and Development Management,25 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 7 Yrs of Exp · BIM · Electrical Engineering · Low Current · Project · Project Management · AutoCAD · Management · Engineering · Programming · Engineering - Construction/Civil/Architecture,https://wuzzuf.net/jobs/p/A3Cyt5V3YEci-Electrical-Low-Current-BIM-Project-Engineer-Pinnacle-Real-Estate-Investments-and-Development-Management-Cairo-Egypt?o=80&l=sp&t=sj&a=python|search-v3|hpb,"-Revit & Navisworks Project Templates development Experience.
-Revit Operation experience in Development of IFC-LOD 400 Project Information Models (PIMs).
-Navisworks Auditing experience.
-Knowledge of International BIM standards (PAS 1192/ISO19650).
-Knowledge of CSI Classification Standards.
-Experienced in BIM QC-Clash Avoidance & QA- Clash-Detection operations & Procedures.
"
Mechanical & HVAC BIM Project Engineer,Pinnacle Real Estate Investments and Development Management,25 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 7 Yrs of Exp · Management · Mechanical Engineering · BIM · HVAC · Programming · Primavera · Project Management · Software · Project · Engineering,https://wuzzuf.net/jobs/p/70EmbW3062mG-Mechanical-HVAC-BIM-Project-Engineer-Pinnacle-Real-Estate-Investments-and-Development-Management-Cairo-Egypt?o=81&l=sp&t=sj&a=python|search-v3|hpb,"-Revit & Navisworks Project Templates development Experience.
-Revit Operation experience in Development of IFC-LOD 400 Project Information Models (PIMs).
-Navisworks Auditing experience.
-Knowledge of International BIM standards (PAS 1192/ISO19650).
-Knowledge of CSI Classification Standards.
-Experienced in BIM QC-Clash Avoidance & QA- Clash-Detection operations & Procedures.
"
Technical Support Engineer,modern arab communication,28 days ago,"Nasr City, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Engineering · Information Technology (IT) · Computer Science · Agile · Software Development · Technical Support · Software · English · CSS · Software Engineering,https://wuzzuf.net/jobs/p/sjZrD4sNrwCP-Technical-Support-Engineer-modern-arab-communication-Cairo-Egypt?o=82&l=sp&t=sj&a=python|search-v3|hpb,"-Designing, Developing and testing of Odoo (Open ERP) modules, projects, products and interfaces.
-Maintaining existing modules.
-Complete and clear documentation for any task / work done.
-Test new functions / modifications to existing application modules in accordance with application support.
-Configuration, installation and maintenance of server and multi database Odoo / Ubuntu environments.
-Keeping different projects / versions under control using SVN or Git.
-Other development tasks in systems developed in Python other than Odoo.
-There are some tasks of PHP.
-Ability to learn new technologies
-Dealing with the tasks required in the field of Development.
"
Application Support Engineer,Suez Cement – Heidelberg Cement,6 days ago,"Katameya, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Computer Engineering · Information Technology (IT) · .Net · Application Support · Computer Science · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/VGjovyU2ULuP-Application-Support-Engineer-Suez-Cement-–-Heidelberg-Cement-Cairo-Egypt?o=83&l=sp&t=sj&a=python|search-v3|hpb,"-Possessing specialist knowledge of operating systems, devices, applications, and software
-Providing technical support to teams within the organization, and to external clients when required
-Assisting with systems integrations
-Managing ticketed query system and ensuring comprehensive database of queries and resolutions is kept up to date
-Maintaining and updating technical documents and procedures
-Identifying and resolving technical issues
-Managing coordination at a local and international level where required
-Delivering regular and customized training to teams within the business
-Preparing maintenance plans and upgrading schedules for the organization’s systems
-Developing reports for teams across the business
-Liaising with internal Customer Managers, Service Desk, Incident, and Problem Managers and Change Managers, whilst being involved in the management of major incidents and performance reporting
"
Senior Software Developer (Focusing on .NET),TMentors,9 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · .Net Core · .Net · Information Technology (IT) · Software Development · Computer Science · .NET · Software Engineering · Node.js · javaScript · English,https://wuzzuf.net/jobs/p/z0Ddb6w3eBbV-Senior-Software-Developer-Focusing-on-NET-TMentors-Cairo-Egypt?o=84&l=sp&t=sj&a=python|search-v3|hpb,"-Help build a platform with a Data-centric, Machine Learning focus
-Maintain and improve TM projects
-Get feedback from, and build solutions for, users and customers
-Stay up-to-date on emerging technologies
-Cairo office, with work from home option
"
Back-End Developer (Django),Xpovi,18 days ago,"Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Back-End Developer · developer · Django · JavaScript · Software Development · Information Technology (IT) · back-end · React.js · SQL · AWS,https://wuzzuf.net/jobs/p/NktAOIfda2nn-Back-End-Developer-Django-Xpovi-Cairo-Egypt?o=85&l=sp&t=sj&a=python|search-v3|hpb,"-Xpovi is a new fintech Start-up looking for a back-End Developer specialized in Django with 2-4 years of experience to join forces, to build functional and efficient server-side applications.
-Responsibilities include participating in all phases of the software development lifecycle.
-You will become part of a fast-paced and team working together to build a world class product harnessing the latest technologies. 
"
Senior DevOps Engineer - IAmProperty UK Team - (Alexandria),Procrew,9 days ago,"Alexandria, Egypt ",Full timeWork from homeExperienced · 5+ Yrs of Exp · Docker · Information Technology (IT) · DevOps · Amazon AWS · Computer Science · GitHub · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/royImAoAF7au-Senior-DevOps-Engineer---IAmProperty-UK-Team---Alexandria-Procrew-Alexandria-Egypt?o=86&l=sp&t=sj&a=python|search-v3|hpb,"-ProCrew is a partner of IamProperty (UK),  a property auction provider based in the United Kingdom.
-ProCrew is looking for DevOps Engineer for the IamProperty Account, IamProperty is looking to expand our existing team by adding an experienced Devops Engineer to work in a cross-disciplinary team. You will build and maintain CI/DI pipelines for containerized PHP web applications and Python backend services. You will work with and help maintain our AWS infrastructure.
-You should be somebody that has both great attention to detail and problem solving skills, be passionate about technology, and works well in a fast paced environment. You should be an excellent team player and work well in a small team.
-We’re committed to creating a diverse, multi-disciplined team, where all colleagues can be themselves and succeed on merit. If you want to be a part of a company that is growing at a pace – we’d love to hear from you!
"
Senior Software Engineer,MHDlabs HLDG L.L.C.,35 minutes ago,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 0 - 3 Yrs of Exp · Computer Science · Agile · Information Technology (IT) · MySQL · PHP · ERP · Programming · Software Development · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/UVhfYu16OmhC-Senior-Software-Engineer-MHDlabs-HLDG-L-L-C-Cairo-Egypt?o=87&l=sp&t=sj&a=python|search-v3|hpb,-Nothing
Linux System Administrator,ARPUPLUS,12 days ago,"Dokki, Giza, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Computer Science · Linux · Information Technology (IT) · Technical Support · Installation/Maintenance/Repair · IT/Software Development,https://wuzzuf.net/jobs/p/SNcfKkbxVq7A-Linux-System-Administrator-ARPUPLUS-Giza-Egypt?o=88&l=sp&t=sj&a=python|search-v3|hpb,"-Design and develop infrastructure monitoring and reporting tools.
-Installations and configuration for FTP, NFS, DNS, Mail server.
-MySQL Database Administration.
-Installations and configuration for FTP, NFS, SMB, DNS, DHCP, NTP.
"
DevOps/ProdOPS Engineer M/F Cairo (Egypt).,Cegedim,13 days ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Computer Science · Computer Engineering · Information Technology (IT) · DevOps · ProdOPS · Gradle · Git · Openshift · AngularJS · Sonar,https://wuzzuf.net/jobs/p/btiL0yFwShEl-DevOpsProdOPS-Engineer-MF-Cairo-Egypt-Cegedim-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|hpb,"-Automate production, and severals environments management, from configuration to deployment.
-Developing and maintaining CI/CD process.
-Manage and maintain tools to automate operational processes.
-Monitor and supervize production and others environments with tools like Dynatrace, Centreon…
-Oversee Continuous Integration/Continuous Deployment.
-Troubleshooting deployment and environment related issues in order to identify and escalate/solve hardware or software issues.
-Packaging application for deployment on staging and production environments.
-Supporting developers on their releases and deployments.
-Availability to perform deployments on Non business hours.
-Responsible for multitasking and dealing with multiple urgent situations at a time must be extremely flexible.
"
Market Research Manager - Mobile Phones,IDC,4 days ago,"6th of October, Giza, Egypt ",Full timeManager · 8 - 10 Yrs of Exp · Information Technology (IT) · Market Research · Communication Skills · Research · IT · English · Analysis · mobile phones · telecom · Operations/Management,https://wuzzuf.net/jobs/p/7zGVE8jE5MeF-Market-Research-Manager---Mobile-Phones-IDC-Giza-Egypt?o=90&l=sp&t=sj&a=python|search-v3|hpb,"-Effectively engage with C-level and senior executives at Telcos, e-commerce and other distributors in the channel.
-Assume ownership of data and provide reviews for Saudi Arabia and other Middle Eastern markets.
-Independently provide effective responses and solutions to client enquiries and ensure client satisfaction. The role will be assigned to key clients direct from Day 1.
-Remote management of contacts: Build and maintain a network of vendors, channel partners and other technology industry players in the country and the region including traders and re-exporters. 
-Contribute to business development by leveraging existing C-level and senior-level industry relationships.
-Conduct primary and secondary research focused in Middle East and Africa for IT devices and technologies including but not limited to: Mobile Phones
-Contribute to custom research engagements, including with other teams within IDC. 
-Public speaking and periodic public presentations at IDC events and clients 
-Ability to work well under pressure and strictly adhere to deadlines
-Regularly work with quantitative market sizing and forecast tools
-Regularly write insightful reports (including publications and press releases) with ability to draw meaningful conclusions from data.
"
Senior Full-stack Developer - 6th October/ Sheikh Zayed,Badgewell,13 days ago,"Sheikh Zayed, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Software Development · Programming · Information Technology (IT) · Computer Engineering · SQL · NoSQL · AWS · Cloud Functions · Firebase · Git,https://wuzzuf.net/jobs/p/kYH6uYkPUAIP-Senior-Full-stack-Developer---6th-October-Sheikh-Zayed-Badgewell-Giza-Egypt?o=91&l=sp&t=sj&a=python|search-v3|hpb,"-Perform front-end development activities.
-Build reusable code and libraries for future use.
-Optimize application for maximum speed and scalability.
-Assure that all user input is validated before submitting to back-end.
-Collaborate with other team members and stakeholders.
-Perform DevOps and backend development activities.
-Design APIs.
-Contribute in solution architecture.
-Compile and analyze data, processes, and codes to troubleshoot problems and identify areas for improvement.
-Collaborating with other full-stack developers and other team members to establish objectives and design more functional, cohesive codes to enhance the user experience.
-Developing ideas for new programs, products, or features by monitoring industry developments and trends.
-Taking lead on projects, as needed.
"
Offensive Security Specialist,Union Coop,10 days ago,"Dokki, Giza, Egypt ",Full timeExperienced · 4+ Yrs of Exp · hack · engineer · OSCP · penetration · testing · cyber · SOC · RED · exploit · linux,https://wuzzuf.net/jobs/p/0c7jaPRF2aEL-Offensive-Security-Specialist-Union-Coop-Giza-Egypt?o=92&l=sp&t=sj&a=python|search-v3|hpb,"-Penetration Testing (Ethical Hacking) monitoring, identifying, and exploiting security vulnerabilities in web-based applications, mobile applications, infrastructure networks, and systems.
-Conduct penetration testing, identifying vulnerabilities, and providing remediation steps.
-Planning and executing penetration tests with the larger team
-Solid knowledge and experience of using a variety of penetration testing or threat modeling tools including open source and commercial
-Probe for vulnerabilities in web applications, mobile applications, fat/thin client applications, and standard applications.
-Pinpoint methods that attackers could use to exploit weaknesses and logic flaws.
-Incorporate business considerations (e.g. loss of earnings due to downtime, cost of engagement, etc.) into security strategies.
-Research, document and discuss security findings with management and IT teams.
-Experience of threat reporting and assessing vulnerabilities based on industry standards
-Review and define requirements for information security solutions.
-Identifying threats using threat risk modeling and creating solutions or mitigation approaches
-Solid understanding of MITRE attack methodology and procedures. Must be familiar with the attack kill chain and RED Teaming Tactics.
-Should work as a RED teamer within the team and carry out Red Team activities to discover new threats and risks within the infrastructure and provide remedial actions.
-Collaborate with the SOC team to close the findings and provide the control objective assurance.
-Good understanding of Secure SDLC processes and procedures and how to implement secure coding practices within the software/application.
-Experience with secure code review both with the help of commercial tools and manual procedures.
-Should work and emulate the real-world attacker to plan and craft the attack and then provide the remedial actions with cost/benefit analysis.
-Experience with a scripting language like python/bash/Perl to automate pen testing procedures and tasks.
"
Senior Quality Tester ( Performance - Security ),Confidential -,3 days ago,"Nasr City, Cairo, Egypt ",Full timeFreelance / ProjectWork from homeExperienced · 6+ Yrs of Exp · Automation · Computer Science · Information Technology (IT) · QA · quality · Quality Assurance · Security · Security Testing · Testing · IT/Software Development,https://wuzzuf.net/jobs/p/ruMLqGbUZR9a-Senior-Quality-Tester-Performance---Security-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|hpb,"-Senior QA , specialized in Performance and Security Testing . 
-Support , Mentor and Coach for the new QA 
"
Technical Software Lead,Confidential -,17 days ago,"Maadi, Cairo, Egypt ",Full timeWork from homeManager · 5+ Yrs of Exp · Computer Science · Information Technology (IT) · Software · Software Development · technical · Technical software · Lead · .Net · ASP.Net · Computer Engineering,https://wuzzuf.net/jobs/p/NmSfyMMbXR5Q-Technical-Software-Lead-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|hpb,"-Creates and executes development plans through gathering requirements to meet business-changing needs and requirements.
-Responsible for managing technical risks through creating department plans in order to deliver high-quality software services to the community.
-Maintain quality standards of all software by designing new features and enhancements to expand the efficiency of the software.
-Performs code reviews by facilitating effective team interaction in order to ensure the efficiency of the company’s operations.
-Designing new software and editing old software design through testing released software and assigning tasks to Support team development. 
-Overseeing the development process through assigning tasks to ensure performance excellence.
-Train new software developers through monitoring their performance to make sure that they are lined up with business needs.
-Create departmental-related reports on a Periodical basis through tracking, measuring, monitoring department performance to provide performance tracking and take decisions on improvement opportunities.
-Coach, develop, monitor, and follow up on team members' performance for improving productivity and skills competencies to ensure people development and high performance.
-Manages and directs Software developers, Front End developers, Quality Control Engineers, and UX designers.
-Consults with internal departments to identify stakeholders’ needs and include them in project objectives. Provides support regarding product development to internal departments.
-Develop processes and methodologies to ensure the success of a complex project, including but not limited to product and release planning, identification of milestones & project goals, creation of schedules, and tracking of all items to ensure successful project delivery.
-Responsible for stakeholder management across all company sizes, including coordination of departmental teams (Development, Test, UX Design), as well as communication within the organization's mid & senior management.
-Ensure that all projects are delivered on time, within scope, and with quality standards.
-Identify areas where our programs can be improved (especially through automation), and where possible implement those improvements.
-Creating and leading the product road map, estimating new features, designing product features, and coordinating new features with other teams prioritizing functionalities and business needs.
-Retaining, mentoring, and managing while creating a positive and engaging working environment for the team
"
Linux System Administrator,Egpay,2 days ago,"Nasr City, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Administration · Apache · Computer Science · Database · Engineering · Information Technology (IT) · Linux · MySQL · Network Administration · Networking,https://wuzzuf.net/jobs/p/MuRqFhEvHvGm-Linux-System-Administrator-Egpay-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|hpb,"-Analyzing, Designing, Installing, Configuring, Maintaining and Repairing of VMware infrastructure.
-Installing, configuring and maintain servers and networks;
-Sustaining network integrity, server deployment, and security;
-Monitoring and maintaining network servers such as file servers, antivirus…
-Ensuring high-level security and efficiency resulting in 100% output.
-Manage all upgrades, Security Patches and Fixes for the whole Data Center Infrastructure (Storage , Servers , OS and Backup System)
-Be responsible for the day-to-day operations of the company’s information systems
-Install , support and maintain servers
-Analyzing system logs and identifying potential issues with O/S
-Audits the systems utilization and accessibility
-Applying operating system updates, patches, and configuration changes if needed.
-Installing and configuring new software and tools.
"
Senior Full Stack Developer (Full Time Office Based),Affsquare,4 days ago,"Sheraton, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Information Technology (IT) · Computer Science · javaScript · CSS · PHP · MySQL · HTML5 · MongoDB · Angular · Software Development,https://wuzzuf.net/jobs/p/RL0gOZ6PclVe-Senior-Full-Stack-Developer-Full-Time-Office-Based-Affsquare-Cairo-Egypt?o=96&l=sp&t=sj&a=python|search-v3|hpb,"-Develop concepts to improve and implement responsive web design
-Develop new user-facing features
-Build reusable code and libraries for future use
-Ensure the technical feasibility of UI/UX designs
-Optimize applications for maximum speed and scalability
-Collaborate with other team members
-Deploy time-sensitive marketing campaigns across client websites
-Code and deploy email marketing campaigns
-Run reports and helps to build presentation decks
-Programming, developing, website coding, and producing data-driven websites using WordPress and WooCommerce.
-Ensure consistent performance on all major devices/browsers, including fast load times and bug-free core functionality with a focus on mobile optimization and performance.
-Construct design solutions with the e-commerce/marketing team with a focus on improving website usability.
-Maintain, revise, and continually look to improve all aspects of the website (i.e. content, architecture, images, graphics, keyword performance, lead generation, etc.).
"
Sr. RPA Consultant,SAED,6 days ago,"Nasr City, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Robotics Process Automation · RPA · Computer Science · Information Technology (IT) · Software Development · Automation · Engineering · Automation Anywhere · Software · Uipath,https://wuzzuf.net/jobs/p/GowkGyvWh50L-Sr-RPA-Consultant-SAED-Cairo-Egypt?o=97&l=sp&t=sj&a=python|search-v3|hpb,"-Prior client consulting experience in RPA technologies would be an added advantage.
-Engage with business partners and stakeholders across functions and assess current business processes and work on generating RPA opportunities.
-Working in cloud environments like AWS or Azure
-Exposure to Machine Learning and AI
"
PHP Backend Developer - Cairo,Confidential -,6 days ago,"Sheraton, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Computer Science · CSS · Git · HTML5 · Software Development · PHP · Laravel · Vue.js · Bootstrap · JavaScript,https://wuzzuf.net/jobs/p/rNkpNKWSoiwB-PHP-Backend-Developer---Cairo-Cairo-Egypt?o=98&l=sp&t=sj&a=python|search-v3|hpb,"-Responsible for writing server-side web application logic
-Develop back-end components
-Work closely with the IT team in completing projects
-Create scripts to facilitate client systems to meet performance and objectives
-Connect the application with the other (often third-party) web services
-Support the front-end developers by integrating their work with the application
-Develop and integrate plugins for certain popular frameworks.
-Build efficient, testable, and reusable PHP components and modules
-Solve complex performance problems and architectural challenges
"
Cyber Security Engineer,Cashcall,9 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · CCNP · Information Technology (IT) · Engineering · Computer Science · Maintenance · Java · IT · Network · Networking · IT/Software Development,https://wuzzuf.net/jobs/p/Dra0qCSxJsq5-Cyber-Security-Engineer-Cashcall-Cairo-Egypt?o=99&l=sp&t=sj&a=python|search-v3|hpb,"-Planning, implementing, managing, monitoring, and upgrading security measures for the protection of the organization's data, systems, and networks.
-Troubleshooting security and network problems.
-Responding to all system and/or network security breaches.
-Ensuring that the organization's data and infrastructure are protected by enabling the appropriate security controls.
-Participating in the change management process.
-Testing and identifying network and system vulnerabilities.
-Daily administrative tasks, reporting, and communication with the relevant departments in the organization.
"
Senior Software QA Engineer - Web & Desktop,TEMPO,26 days ago,"New Cairo, Cairo, Egypt ",Full timeWork from homeExperienced · 5+ Yrs of Exp · Computer Science · Software Engineering · Software · Agile · Software Testing · Quality · QA · Testing · Git · Information Technology (IT),https://wuzzuf.net/jobs/p/cyky449sao3G-Senior-Software-QA-Engineer---Web-Desktop-TEMPO-Cairo-Egypt?o=100&l=sp&t=sj&a=python|search-v3|hpb,"-Develop test plans and datasets for desktop and web application releases
-Maintain ‘Quality First’ mindset, helping to improve quality throughout the development lifecycle
-Develop a deep understanding of our customers in order to ensure the delivery of  high quality applications
-Follow the best practice processes in the areas of functional, system and regression testing using a combination of manual and automated testing
-Design and develop efficient and maintainable test automation tools and frameworks 
-Execute tests, report results and open bugs as needed following the Tempo engineering process
-Work cross-functionally with multiple internal groups (product, design, software, hardware, and content)
"
Full Stack Developer,Confidential -,5 days ago,"Cairo, Egypt ",Full timeWork from homeExperienced · 3 - 7 Yrs of Exp · Laravel · PHP · Fron End · Back End · Full Stack · MySQL · Chat Bot · Node JS · JavaScript · HTML,https://wuzzuf.net/jobs/p/zuWFDs91z6Mm-Full-Stack-Developer-Cairo-Egypt?o=101&l=sp&t=sj&a=python|search-v3|hpb,"-Design, architect, and develop back-end systems for Chat Bots, Web Apps, and Mobile Apps.
-Design, architect, and develop APIs for different kinds of systems’ integrations.
-Design, architect, and develop related front-end systems of websites and mobile sites.
-Design hosting solutions for the different applications and back end systems on premise, on colocation hosting and on cloud hosting platforms and work with all relevant software, tools, and programming.
-Work on DNS and domain names services.
-Ensure cross-platform optimization for different screens (whether mobile or PC) and optimize for best responsiveness of Web/Mobile sites.
-Work on data collection and storage from all applications in a manner and form that enables analytics and consequently ongoing improvements at all levels.
-Closely work with Front End Developers and UI/UX experts to achieve set objectives and deliver smooth and effective customer experience and always work to enhance such experiences.
-Develop accurate and comprehensive data storage strategies for all ChatBots and Apps so it is presentable as reports and dashboards.
-Stay up to date with relevant technologies and its trends to always bring new ideas, new customer experiences and improvements in our chatbots or applications.
"
Delegated Leader Software QA Engineer - Cairo,TEMPO,26 days ago,"New Cairo, Cairo, Egypt ",Full timeWork from homeManager · 7+ Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · QA · Testing · Software · Software Testing · Quality · Agile · Automation,https://wuzzuf.net/jobs/p/wr7R593lQm1m-Delegated-Leader-Software-QA-Engineer---Cairo-TEMPO-Cairo-Egypt?o=102&l=sp&t=sj&a=python|search-v3|hpb,"-Work in a globally distributed team of QA engineers 
-Develop test plans, and schedules for desktop and web application releases
-Develop a deep understanding of our customers in order to ensure the delivery of  high quality applications
-Define, rollout, and enforce best practice processes in the areas of functional, system and regression testing using a combination of manual and automated testing
-Design and help develop efficient and maintainable test automation tools and frameworks 
-Collect and communicate test progress and quality status to project stakeholders.
-Develop and maintain  test results, leaked defects, root cause analysis and identifying areas of improvement
-Mentor the quality engineering team in building the scalable test automation and tooling.
-Work cross-functionally with multiple internal groups (product, design, software, hardware, and content)
"
